Topology,NeName,NeType,NeIP,FRAME,SLOT,PORT,ONUID,ONUTYPE,Terminal Type,Ranging(m),Temperature(C),Biascurrent(mA),TxOpticalPower(dBm),RxOpticalPower(dBm),OLTRxONUOpticalPower(dBm),ModuleType,ModuleSubtype
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,1,GPON,HG8010Hv6,3748,48,8,2.03,-23.66,-25.53,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,13,GPON,HG8010H,3762,44,16,2.28,-24.68,-25.69,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,15,GPON,HG8010H,3382,52,15,2.27,-19.74,-22.01,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,21,GPON,HG8010H,655,60,11,1.99,-20.86,-21.37,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,23,GPON,HG8010H,465,55,10,2.24,-18.21,-18.7,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,27,GPON,HG8145V5,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,3,GPON,HG8010H,1823,40,15,2.22,-20.45,-19.71,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,38,GPON,HG8245H,111,40,15,2.02,-18.41,-19.67,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,47,GPON,HG8010H,486,55,10,2.07,-23.28,-24.56,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,52,GPON,HG8010H,624,39,14,2.2,-17.69,-19.21,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,67,GPON,HG8010H,726,55,22,2.19,-18.15,-19.07,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,69,GPON,HG8010Hv6,547,55,12,2.29,-17.1,-19.07,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,70,GPON,HG8010Hv6,580,56,9,2.07,-22.07,-19.88,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,8,GPON,HG8145V5,1802,48,15,2.32,-19.2,-19.67,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,81,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,82,GPON,MA5671,115,34,7,2.12,-20.91,-22.15,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,83,GPON,MA5671,377,41,8,2.27,-22.67,-22.68,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,84,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,85,GPON,MA5671,152,40,8,1.92,-21.48,-21.31,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,86,GPON,MA5671,454,37,8,2.05,-18.35,-18.36,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,87,GPON,MA5671,721,41,8,1.99,-18.15,-18.64,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,88,GPON,HG8245H,852,47,14,2.27,-18.44,-18.93,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,90,GPON,MA5671,252,43,9,1.97,-21.8,-23.47,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,93,GPON,MA5671,669,41,8,2.45,-20.97,-22.52,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,94,GPON,MA5671,579,42,10,1.92,-26.77,-27.22,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,95,GPON,MA5671,408,44,12,2.29,-21.87,-22.52,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,96,GPON,MA5671,787,43,9,2.17,-21.08,-22.52,GPON/EPON,Class B+ and PX20+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,0,97,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,1,GPON,HG8010Hv6,2142,50,6,2.2,-22.22,-23.88,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,13,GPON,HG8010Hv6,2383,49,8,1.94,-24.81,-25.23,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,14,GPON,HG8245H,7138,51,15,2.15,-24.56,-25.23,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,16,GPON,HG8145V5,1310,52,16,2.18,-22.29,-23.98,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,17,GPON,HG8245H,2378,53,16,2.27,-26.02,-26.39,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,19,GPON,HG8010H,2582,44,7,2.16,-24.56,-25.86,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,2,GPON,HG8010H,2758,53,10,2.33,-27.21,-27.22,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,21,GPON,HG8010H,6777,54,18,2.33,-24.68,-26.39,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,22,GPON,HG8145V5,2690,36,10,2.32,-24.09,-24.21,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,23,GPON,HG8240,2408,40,9,2.22,-23.28,-25.53,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,26,GPON,HG8245H,2514,35,12,1.89,-24.56,-23.88,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,28,GPON,HG8010H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,3,GPON,HG8010H,6719,53,18,2.18,-23.87,-25.69,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,31,GPON,HG8145V5,2334,61,22,2.39,-24.56,-24.95,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,32,GPON,HG8245,989,48,12,2.3,-20.22,-23.38,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,38,GPON,HG8145V5,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,39,GPON,HG8010H,841,44,15,2.31,-23.1,-23.19,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,40,GPON,HG8010H,2457,36,14,2.22,-29.58,-26.2,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,41,GPON,HG8145V5,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,42,GPON,HG8240,2182,54,12,2.22,-22.36,-24.82,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,43,GPON,HG8245H,6651,43,13,2.12,-25.08,-26.78,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,44,GPON,HG8145V5,2289,44,16,2,-25.23,-25.86,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,5,GPON,HG8010Hv6,2180,53,7,2.22,-24.81,-25.86,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,55,GPON,HG8245H,2738,43,16,2.41,-25.23,-24.32,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,56,GPON,HG8010Hv6,944,44,7,2.31,-23.18,-24.21,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,58,GPON,HG8245H,2461,37,14,2.27,-26.99,-25.53,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,61,GPON,HG8010H,2676,54,11,2.17,-25.85,-27.45,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,62,GPON,HG8010H,2554,55,10,2.34,-26.57,-26.99,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,63,GPON,HG8010H,2620,54,18,2.19,-27.21,-29.21,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,64,GPON,HG8010H,2441,57,18,2.31,-25.23,-26.39,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,68,GPON,HG8010H,6625,43,16,2.27,-24.2,-26.39,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,7,GPON,HG8245H,7177,43,13,2.33,-25.85,-26.78,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,71,GPON,HG8145V5,6452,37,10,2.29,-24.31,-26.99,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,73,GPON,HG8145V5,6750,52,16,2.16,-23.87,-26.39,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,75,GPON,HG8010H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,79,GPON,HG8010Hv6,6535,57,13,2.2,-24.2,-26.2,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,80,GPON,MA5671,2286,44,7,1.95,-23.18,-24.82,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,84,GPON,MA5671,2159,39,7,1.96,-24.68,-25.38,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,85,GPON,MA5671,2370,40,6,2.05,-26.19,-27.45,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,86,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,87,GPON,MA5671,866,40,8,2.31,-22.52,-25.23,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,89,GPON,MA5671,982,40,9,2.34,-24.95,-25.38,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,90,GPON,MA5671,967,39,9,2.26,-22.67,-24.21,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,91,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,92,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,93,GPON,MA5671,772,37,8,2.04,-20.97,-24.32,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,94,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,96,GPON,MA5671,2299,43,11,2.28,-28.54,-29.59,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,98,GPON,MA5671,2286,42,8,2.19,-25.68,-26.58,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,1,99,GPON,HG8245H,2183,54,17,1.82,-24.43,-25.86,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,2,21,GPON,HG8245H,4507,42,15,2.09,-26.57,-24.82,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,2,26,GPON,HG8145V5,1868,45,8,2.25,-19.95,-21.83,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,2,39,GPON,HG8145V5,4583,57,17,1.97,-26.02,-25.09,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,2,69,GPON,MA5671,3893,41,9,2.01,-24.56,-23.22,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,2,76,GPON,MA5671,1805,36,8,2.11,-22.29,-25.81,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,2,77,GPON,MA5671,1913,36,7,2.21,-20.17,-21.6,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,2,78,GPON,MA5671,2390,34,5,2.31,-20.08,-22.56,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,2,79,GPON,MA5671,2127,39,8,2.15,-19.91,-21.27,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,2,85,GPON,MA5671,3988,39,7,2.14,-24.81,-23.1,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,2,96,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,2,98,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,2,99,GPON,MA5671,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,10,GPON,--,--,--,--,--,--,--,--,--
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,2,GPON,HG8010H,5501,54,18,2.3,-21.74,-22.97,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,22,GPON,HG8245H,5034,44,17,1.99,-22.75,-25.34,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,23,GPON,HG8010H,6448,56,9,2.41,-22.84,-25.65,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,29,GPON,HG8010H,6993,60,11,2.24,-22.07,-24.82,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,37,GPON,HG8010H,5277,74,14,2.1,-23.01,-26.89,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,41,GPON,HG8245H,6110,39,17,2.42,-23.28,-24.18,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,45,GPON,HG8010H,5404,59,11,1.97,-27.21,-27.05,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,46,GPON,HG8010H,6712,56,18,1.99,-22.44,-25.2,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,48,GPON,HG8010H,6458,49,14,2.23,-24.81,-25.65,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,49,GPON,HG8010H,5086,52,18,2.19,-21.42,-24.24,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,51,GPON,HG8010H,6913,51,18,2.19,-21.74,-24.21,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,55,GPON,HG8010H,4997,52,19,2.36,-22.44,-24.21,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,59,GPON,MA5671,6497,40,9,2.02,-26.99,-30.84,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,6,GPON,HG8010Hv6,5355,50,8,2.34,-22.84,-25.42,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,61,GPON,HG8010Hv6,5288,50,8,2.25,-22.07,-24.29,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,65,GPON,HG8010Hv6,5340,63,14,2.19,-21.19,-24.44,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,66,GPON,HG8010Hv6,7062,59,14,2.07,-23.87,-27.39,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,7,GPON,HG8010H,5490,49,7,2.21,-21.55,-24.12,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,78,GPON,MA5671,4934,45,9,2.03,-23.56,-26.99,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,79,GPON,MA5671,5373,41,8,2.32,-26.77,-33.47,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,80,GPON,HG8245H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,3,9,GPON,HG8010H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,0,GPON,HG8145V5,4541,44,7,2.35,-25.68,-29.89,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,20,GPON,HG8245H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,24,GPON,HG8010H,4829,66,15,2.3,-27.69,-31.08,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,28,GPON,HG8240,5097,55,15,3.13,-26.02,-29.56,--,--
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,3,GPON,HG8010H,4017,57,18,2.18,-28.24,-31.56,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,33,GPON,HG8010H,4718,52,10,2.2,-25.08,-29.25,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,34,GPON,HG8010H,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,35,GPON,HG8010H,4850,58,12,2.21,-26.19,-31.08,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,39,GPON,HG8010H,4076,48,18,2.34,-25.85,-29.89,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,41,GPON,HG8145V5,7031,59,16,2.3,-24.68,-28.69,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,43,GPON,HG8145V5,9108,62,22,1.96,-27.96,-31.56,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,46,GPON,HG8145V5,4944,48,6,2.24,-25.68,-30.25,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,48,GPON,HG8010Hv6,6565,52,7,2.22,-23.1,-26.98,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,5,GPON,HG8010H,3505,52,10,2.18,-24.95,-29.25,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,54,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,55,GPON,HG8010H,3846,45,16,2.23,-24.95,-29.56,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,56,GPON,HG8010H,3815,43,15,2.21,-25.37,-28.43,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,57,GPON,HG8010Hv6,8752,49,12,2.22,-30.96,-34.31,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,6,GPON,HG8245H,8098,42,15,2.41,-26.19,-28.19,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,61,GPON,HG8010Hv6,3081,26,3,2.34,-25.37,-29.89,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,63,GPON,HG8010Hv6,3830,54,9,1.95,-26.19,-28.43,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,7,GPON,HG8010Hv6,3081,40,4,2.21,-25.23,-30.25,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,98,GPON,HG8245H,5157,56,18,1.98,-25.68,-29.25,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,5,99,GPON,MA5671,5284,37,7,1.91,-26.02,-29.89,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,6,0,GPON,HG8010Hv6,4440,52,9,2.12,-23.28,-22.39,GPON,CLASS B+
Physical Root/South/Phuket,สต.ภูเก็ต1NT1_10.160.46.131,MA5608T,10.160.46.131,0,0,6,1,GPON,HG8010Hv6,4627,53,10,2.33,-26.57,-26.83,GPON,CLASS B+
