Topology,NeName,NeType,NeIP,FRAME,SLOT,PORT,ONUID,ONUTYPE,Terminal Type,Ranging(m),Temperature(C),Biascurrent(mA),TxOpticalPower(dBm),RxOpticalPower(dBm),OLTRxONUOpticalPower(dBm),ModuleType,ModuleSubtype
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,28,GPON,HG8010H,4207,54,18,2.34,-21.74,-22.68,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,3,GPON,HG8010Hv6,4119,58,12,2.11,-30.45,-28.54,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,30,GPON,HG8145V5,1778,45,14,1.95,-28.54,-26.58,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,32,GPON,HG8145V5,3547,42,14,2.04,-22.29,-23.02,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,33,GPON,HG8145V5,5748,51,17,2.17,-22.14,-22.45,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,37,GPON,HG8145V5,1634,49,12,2.23,-28.54,-27.22,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,39,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,40,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,42,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,43,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,45,GPON,HG8010Hv6,2230,53,7,2.33,-25.85,-26.78,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,47,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,48,GPON,HG8010Hv6,1316,57,6,2.11,-23.98,-22.45,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,49,GPON,HG8010Hv6,1824,55,7,1.9,-30.96,-27.22,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,50,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,51,GPON,HG8010Hv6,2096,45,11,2.39,-26.99,-27.7,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,6,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,7,GPON,HG8145V5,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,8,GPON,HG8010H,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,6,9,GPON,HG8140H5,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,7,0,GPON,HG8010Hv6,2296,50,6,2.22,-17.01,-17.02,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,7,1,GPON,HG8010Hv6,1974,53,7,2.21,-15.53,-16.52,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,7,2,GPON,HG8145X6-10,2258,49,8,2.26,-25.53,-29.59,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,1,7,24,GPON,HG8010H,2232,46,18,2.29,-26.02,-19.67,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,0,GPON,HG8010H,10845,62,11,1.96,-24.68,-27.45,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,1,GPON,HG8010H,10885,61,11,2.02,-23.18,-26.58,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,10,GPON,HG8145V5,862,59,10,2.29,-19.06,-20.46,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,12,GPON,HG8145V5,893,60,8,2.26,-18.04,-18.83,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,13,GPON,HG8145V5,892,58,10,2.17,-18.44,-19.47,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,16,GPON,HG8145V5,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,2,GPON,HG8010H,10996,55,10,1.96,-20.97,-23.1,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,25,GPON,HG8145V5,869,46,8,2.18,-18.32,-20.87,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,26,GPON,HG8145V5,847,58,16,2.32,-17.44,-18.57,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,3,GPON,HG8010H,10809,59,11,2.06,-21.08,-23.02,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,30,GPON,HG8010H,11557,52,19,2.32,-22.44,-24.44,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,34,GPON,HG8145V5,11103,49,16,2.31,-21.36,-23.47,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,35,GPON,HG8145V5,11149,50,17,2.36,-22.22,-24.32,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,36,GPON,HG8145V5,11345,51,15,2.31,-22.14,-24.21,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,37,GPON,HG8145V5,11219,54,18,2.24,-23.1,-24.69,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,38,GPON,HG8145V5,10872,59,17,2.15,-21.08,-23.47,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,4,GPON,HG8010Hv6,1024,49,10,2.13,-18.5,-20.87,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,44,GPON,HG8010H,1102,39,12,2.27,-21.94,-23.28,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,45,GPON,HG8010Hv6,11034,51,9,2.21,-23.87,-26.78,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,5,GPON,HG8010H,11424,51,17,2.26,-23.1,-23.47,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,0,6,GPON,HG8140H5,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,0,GPON,HG8010Hv6,4231,55,11,2.15,-24.81,-24.82,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,1,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,10,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,13,GPON,HG8010H,5941,54,19,2.32,-25.85,-25.86,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,14,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,15,GPON,HG8145V5,4803,41,9,2.28,-26.02,-25.23,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,19,GPON,HG8010H,4833,48,16,2.27,-23.18,-22.84,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,2,GPON,HG8010H,6346,56,19,2.16,-25.23,-23.98,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,20,GPON,HG8010H,5469,54,19,2.28,-23.56,-23.57,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,21,GPON,HG8010H,5524,50,14,2.31,-26.02,-26.2,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,22,GPON,HG8010H,5446,50,17,2.25,-25.85,-27.45,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,25,GPON,HG8010H,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,27,GPON,HG8145V5,3844,52,16,2.47,-23.98,-23.88,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,28,GPON,HG8145V5,3851,61,20,2.11,-24.2,-23.98,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,3,GPON,HG8010H,3784,60,12,2.08,-26.99,-27.96,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,4,GPON,HG8010H,4760,48,8,2.28,-23.37,-23.98,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,41,GPON,HG8010H,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,42,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,44,GPON,HG8010Hv6,4759,51,5,2.22,-30.45,-26.2,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,5,GPON,HG8010H,5000,55,11,2.26,-24.2,-25.69,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,51,GPON,HG8010Hv6,4200,49,9,2.26,-26.19,-26.78,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,52,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,55,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,56,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,57,GPON,HG8010Hv6,4378,54,7,2.04,-24.81,-24.69,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,58,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,59,GPON,HG8010Hv6,5886,50,12,2.26,-28.54,-28.24,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,6,GPON,HG8010H,3908,48,18,2.22,-25.23,-25.53,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,63,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,7,GPON,HG8010Hv6,5093,53,9,2.33,-23.66,-24.44,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,8,GPON,HG8010Hv6,5980,53,8,2.34,-26.77,-28.24,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,1,9,GPON,HG8010Hv6,4367,53,7,2.32,-24.56,-25.69,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,3,0,GPON,HG8010H,2236,55,18,2.29,-19.74,-20.32,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,3,1,GPON,HG8010Hv6,2224,53,12,1.84,-20.22,-21.62,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,3,2,GPON,HG8010H,2735,36,6,2.16,-17.05,-17.73,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,3,3,GPON,HG8010Hv6,2304,53,8,2.38,-19.58,-21.2,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,3,4,GPON,HG8010H,2234,55,15,2.21,-19.28,-20.05,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,3,5,GPON,HG8010H,2212,47,15,2.35,-20.17,-21.25,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,3,6,GPON,HG8140H5,1887,38,9,2.15,-18.66,-21.25,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,3,7,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,4,0,GPON,HG8010Hv6,1638,50,6,2.14,-17.42,-19.18,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,4,1,GPON,HG8010Hv6,1383,48,6,1.96,-10.15,-10.72,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,4,2,GPON,HG8010H,1261,49,8,2.34,-15.86,-19.29,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,4,4,GPON,HG8010H,2033,50,9,2.19,-18.63,-21.37,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,4,5,GPON,HG8010H,1351,41,13,2.27,-10.2,-10.87,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,4,6,GPON,HG8010Hv6,2276,53,8,2.21,-20.55,-21.81,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,4,7,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,1,GPON,HG8145V5,2001,50,19,2,-30.96,-23.47,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,10,GPON,HG8010H,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,11,GPON,HG8010H,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,12,GPON,HG8140H5,1263,38,8,2.34,-23.18,-21.74,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,13,GPON,HG8010H,1536,47,15,2.33,-23.76,-20.92,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,14,GPON,HG8010H,1070,49,16,2.3,-24.31,-21.25,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,15,GPON,HG8010H,1054,52,19,2.3,-23.01,-19.32,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,17,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,19,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,2,GPON,HG8245H,1127,38,12,1.97,-23.87,-20.76,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,3,GPON,HG8145V5,1571,44,9,2.34,-28.24,-22.6,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,4,GPON,HG8245H,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,5,GPON,HG8145V5,1260,53,12,2.21,-24.95,-21.25,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,6,GPON,HG8010H,2294,52,18,2.18,-26.99,-21.55,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,7,GPON,HG8010H,2338,47,16,2.17,-26.77,-20.92,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,6,8,GPON,HG8010H,1157,51,16,2.31,-26.77,-21.88,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,7,0,GPON,HG8010Hv6,2787,54,9,1.89,-27.21,-36.99,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,7,4,GPON,HG8010Hv6,4996,51,6,2.16,-20.7,-40,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,7,5,GPON,HG8010Hv6,3149,52,7,2,-13.55,-40,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,7,6,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,10,7,7,GPON,HG8010Hv6,2672,55,8,1.95,-26.02,-40,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,0,GPON,HG8010H,2847,53,14,2.21,-24.43,-27.7,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,1,GPON,HG8010Hv6-10,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,10,GPON,HG8245H,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,11,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,12,GPON,HG8010Hv6-10,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,15,GPON,HG8010H,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,2,GPON,HG8010Hv6-10,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,4,GPON,HG8010Hv6,3136,49,12,2.06,-29.21,-33.02,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,40,GPON,HG8145V5,3159,59,11,2.3,-22.75,-24.09,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,41,GPON,HG8010H,2820,40,10,2.05,-23.1,-25.38,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,5,GPON,HG8010Hv6,3384,49,7,2.1,-22.07,-23.88,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,6,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,7,GPON,HG8010Hv6,3507,53,9,2.15,-23.76,-25.38,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,0,9,GPON,HG8010H,3251,52,17,2.2,-22.67,-23.77,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,1,1,GPON,HG8140H5,3306,37,10,2.29,-20.81,-22.15,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,2,0,GPON,HG8010Hv6,5068,53,7,2.21,-27.44,-29.59,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,2,13,GPON,HG8010H,5167,56,15,2.28,-29.21,-29.59,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,2,14,GPON,HG8010H,4847,52,16,2.33,-23.56,-26.2,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,2,16,GPON,HG8010H,5239,52,15,2.23,-23.37,-26.2,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,2,2,GPON,HG8010H,5357,47,16,2.27,-25.53,-27.45,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,2,20,GPON,HG8010H,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,2,31,GPON,HG8010Hv6,4954,54,7,1.95,-24.2,-27.22,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,2,34,GPON,HG8010Hv6,4563,52,11,2.16,-23.18,-25.69,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,2,35,GPON,HG8010Hv6,5132,45,7,2.27,-24.95,-26.99,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,2,5,GPON,HG8245H,4862,52,15,2.02,-26.19,-27.22,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,2,7,GPON,HG8010H,4831,51,15,2.09,-24.68,-27.45,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,3,1,GPON,HG8010Hv6-10,7983,49,8,2.31,-22.44,-25.38,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,3,10,GPON,HG8245H,7775,49,12,2.13,-23.76,-24.69,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,3,11,GPON,HG8010Hv6,--,--,--,--,--,--,GPON,CLASS B+
Clock View/South/Phatthalung,พัทลุง_MA560T(10.160.15.130),MA5600T,10.160.15.130,0,12,3,12,GPON,HG8010Hv6-10,8099,50,9,2.23,-30,-25.53,GPON,CLASS B+
